DATE;OTERMP03MO;OTERMP06MO;OTERMP01YR;OTERMP02YR;OTERMP03YR;OTERMP05YR;OTERMP07YR;OTERMP10YR
6.4.1998;-0.001104446;-0.000115746;0.00085219;0.001519092;0.002008402;0.003175316;0.004305255;0.005688202
6.5.1998;-0.002097052;-0.000106583;0.001084679;0.001498256;0.001999396;0.003209653;0.004273976;0.005523171
6.8.1998;-0.002254675;-0.000118769;0.001077003;0.001455107;0.00195787;0.003168074;0.004226733;0.005469381
6.9.1998;-0.002130074;-0.000150608;0.001063316;0.001465791;0.001941434;0.003128797;0.004185336;0.005429702
6.10.1998;-0.001631794;-0.000134242;0.000852802;0.00123584;0.001661534;0.002714711;0.00365512;0.004768367
6.11.1998;-0.001932109;-8.99527E-05;0.000849743;0.001073457;0.001499342;0.002602901;0.003599423;0.004796129
6.12.1998;-0.001076286;-0.000166623;0.000599435;0.000964066;0.001284408;0.002255964;0.003266988;0.0045552
6.15.1998;-0.001528229;-0.000226011;0.000641195;0.000850328;0.001124864;0.002055407;0.002997194;0.004183252
6.16.1998;-0.00152459;-0.000302807;0.00057896;0.000867478;0.001176763;0.002148788;0.003111829;0.004292975
6.17.1998;-0.001224233;-0.000270837;0.000499539;0.000934786;0.001387171;0.002547681;0.003631921;0.004921659
6.18.1998;-0.001315634;-0.000249059;0.00059356;0.00094773;0.001281709;0.002284513;0.003283621;0.004504763
6.19.1998;-0.001089742;-0.000300375;0.000455012;0.000860008;0.00112083;0.001975127;0.002947213;0.004215569
6.22.1998;-0.001647767;-0.000286543;0.000587522;0.000780569;0.001066783;0.002019124;0.002958377;0.004110151
6.23.1998;-0.001039358;-0.000445824;0.000241536;0.000725898;0.000933217;0.00155395;0.002406323;0.003653562
6.24.1998;-0.001338232;-0.00042683;0.000370312;0.000690557;0.00089468;0.001690251;0.002603179;0.003788389
6.25.1998;-0.001283068;-0.000472422;0.000339219;0.000768305;0.000968552;0.001697099;0.0026033;0.003821037
6.26.1998;-0.000857261;-0.000539662;-3.76019E-05;0.000568597;0.000913584;0.00154589;0.002339059;0.003595248
6.29.1998;-0.001432293;-0.000474739;0.000341339;0.000681195;0.000929654;0.001782097;0.002694264;0.003835723
6.30.1998;-0.000885636;-0.000496692;4.60975E-05;0.000614024;0.000944298;0.001652833;0.002516463;0.003777561
7.1.1998;-0.000921281;-0.000449678;9.68374E-05;0.000509982;0.000749725;0.001484548;0.002429869;0.003759865
7.2.1998;-0.000654901;-0.000482358;-0.000160369;0.000317064;0.000644553;0.001285775;0.002096821;0.00341391
7.6.1998;-0.00075892;-0.000529825;-0.000165577;0.000288266;0.000583365;0.001231591;0.002071482;0.003377852
7.7.1998;-0.000615259;-0.00054384;-0.000320752;0.000150975;0.000533279;0.001224605;0.00201753;0.003303117
7.8.1998;-0.000528029;-0.000515308;-0.000351513;0.000119489;0.000546024;0.001299035;0.002120044;0.003470988
7.9.1998;-0.000510106;-0.00046797;-0.000272403;0.0002162;0.000647574;0.0014209;0.0022744;0.003675341
7.10.1998;-0.000484986;-0.000446088;-0.000250962;0.00025478;0.000714247;0.001541202;0.002435268;0.003888485
7.13.1998;-0.000418605;-0.00041354;-0.000240813;0.000311936;0.000849421;0.001778993;0.002700584;0.004174385
7.14.1998;-0.000433429;-0.000399444;-0.000186832;0.000402855;0.000952577;0.0018995;0.002854426;0.004389665
7.15.1998;-0.00041295;-0.000369342;-0.000147459;0.000444871;0.00099189;0.001925774;0.002855754;0.004342149
7.16.1998;-0.000375992;-0.000330759;-0.000111398;0.000470143;0.00101107;0.001951227;0.002899053;0.004410631
7.17.1998;-0.000331182;-0.000279752;-4.89126E-05;0.000568637;0.001163256;0.002217534;0.00324657;0.004810843
7.20.1998;-0.000433502;-0.000326673;-3.38729E-05;0.000579787;0.001088123;0.001941807;0.002848037;0.00436891
7.21.1998;-0.000487135;-0.0003868;-9.87657E-05;0.000504243;0.00098331;0.001744818;0.002557162;0.003973634
7.22.1998;-0.000591695;-0.000438988;-8.29649E-05;0.000564195;0.001042148;0.001827892;0.002717562;0.004231962
7.23.1998;-0.000498851;-0.000413712;-0.000137371;0.000472414;0.000970768;0.001783342;0.002640095;0.004072917
7.24.1998;-0.000463415;-0.000409791;-0.000154806;0.000492089;0.001049563;0.001928071;0.002792894;0.004238004
7.27.1998;-0.000440785;-0.000378666;-0.000104164;0.000585167;0.001184708;0.002139954;0.003068295;0.004580599
7.28.1998;-0.000393921;-0.000338968;-6.99626E-05;0.000639935;0.001285468;0.00234314;0.003344843;0.004910243
7.29.1998;-0.000442672;-0.000354775;-2.55886E-05;0.000762439;0.001434178;0.002472864;0.003444958;0.005001748
7.30.1998;-0.000546394;-0.000382471;3.67955E-05;0.00085109;0.001462732;0.002375137;0.003286993;0.004791498
7.31.1998;-0.000548661;-0.000407102;-1.22848E-05;0.000792044;0.001407546;0.002320749;0.003220422;0.004699952
8.3.1998;-0.000529585;-0.000417089;-7.68621E-05;0.000640916;0.001196859;0.002032526;0.002876527;0.004294773
8.4.1998;-0.000374277;-0.000354114;-0.000138127;0.000498003;0.001080452;0.001998933;0.002847361;0.004204645
8.5.1998;-0.000371685;-0.00035774;-0.000149133;0.000498393;0.001116497;0.002113805;0.003008334;0.004384729
8.6.1998;-0.000405738;-0.000355667;-9.76649E-05;0.00058902;0.00120746;0.002190346;0.003101515;0.004547378
8.7.1998;-0.000398061;-0.000329525;-6.69838E-05;0.0005712;0.001126066;0.00201533;0.002884256;0.004321863
8.10.1998;-0.000357011;-0.000342605;-0.000161144;0.000401462;0.000949355;0.001871214;0.002731402;0.004067704
8.11.1998;-0.000320316;-0.0002924;-0.000118415;0.000387131;0.000889174;0.001787212;0.00266783;0.004041003
8.12.1998;-0.000371103;-0.000328897;-0.000125741;0.000423787;0.00094745;0.001855825;0.002741506;0.004136162
8.13.1998;-0.00043124;-0.000385724;-0.000163627;0.000416959;0.000938425;0.001794402;0.002639335;0.004034726
8.14.1998;-0.000377547;-0.0003371;-0.000123248;0.000456667;0.000992765;0.001874013;0.002705781;0.004028278
8.17.1998;-0.000403951;-0.000357878;-0.000149451;0.000390937;0.000886127;0.001736578;0.002602613;0.004026594
8.18.1998;-0.000469319;-0.000414673;-0.000198376;0.000322906;0.000772149;0.001531759;0.002352895;0.003770795
8.19.1998;-0.000442653;-0.00041619;-0.00022719;0.00030506;0.00079763;0.001634669;0.002486707;0.00389982
8.20.1998;-0.000425988;-0.000414248;-0.000261903;0.000194736;0.000622918;0.001357364;0.002124261;0.003438271
8.21.1998;-0.000425363;-0.000394481;-0.000258911;8.53057E-05;0.000406513;0.001042886;0.001822576;0.003221753
8.24.1998;-0.000436914;-0.000394816;-0.000274313;-4.1167E-06;0.000262352;0.000894999;0.00175592;0.003313333
8.25.1998;-0.000472587;-0.000383481;-0.000228948;-2.82107E-06;0.000187965;0.000741755;0.001627049;0.003285867
8.26.1998;-0.001012882;-0.000287474;0.000289325;0.000265809;0.00020988;0.000921875;0.002112427;0.003829879
8.27.1998;-0.000295962;-0.000207871;-0.000126945;-7.56698E-05;4.18615E-05;0.000656591;0.001643029;0.003358853
8.28.1998;-0.000374147;-0.000274734;-0.000181183;-0.000123695;-8.48622E-06;0.00059724;0.001574224;0.00327542
8.31.1998;-0.000394278;-0.000318047;-0.000273633;-0.000313202;-0.000284372;0.000184939;0.001064235;0.002667739
9.1.1998;-0.000391567;-0.000323515;-0.000293362;-0.000341562;-0.000294266;0.000256982;0.001230025;0.002942922
9.2.1998;-0.000387844;-0.000341917;-0.000318003;-0.000325326;-0.000241766;0.000304158;0.001201908;0.002773018
9.3.1998;-0.000385751;-0.000347825;-0.000376361;-0.000538556;-0.000601153;-0.000249865;0.000559748;0.002104243
9.4.1998;-0.00043033;-0.000399325;-0.000441016;-0.000626325;-0.000707367;-0.000380323;0.000418144;0.001961871
9.8.1998;-0.000410669;-0.00036625;-0.000404579;-0.000605638;-0.000680905;-0.000254691;0.000704167;0.002485156
9.9.1998;-0.000352577;-0.000257426;-0.000292065;-0.000622579;-0.000819512;-0.000470781;0.000539666;0.002428064
9.10.1998;-0.00024936;-8.22949E-05;-0.000119996;-0.000649981;-0.001018841;-0.000754564;0.000355539;0.002444099
9.11.1998;-0.000374121;-0.000257802;-0.000346152;-0.00090479;-0.001299292;-0.001128058;-0.000113903;0.00188811
9.14.1998;-0.000472016;-0.000373636;-0.000478491;-0.001052661;-0.001473261;-0.001372738;-0.000406976;0.001589335
9.15.1998;-0.000455438;-0.000380406;-0.000527465;-0.001160328;-0.001610212;-0.001518972;-0.00053627;0.001488039
9.16.1998;-0.000528516;-0.000463971;-0.000624294;-0.001291643;-0.001801886;-0.001869446;-0.001032591;0.000858361
9.17.1998;-0.000510335;-0.000447582;-0.000656156;-0.00147634;-0.00211988;-0.002318436;-0.001479563;0.00052729
9.18.1998;-0.00055045;-0.000480371;-0.000717325;-0.001650148;-0.002390446;-0.002662082;-0.001782363;0.000372139
9.21.1998;-0.000659118;-0.000639804;-0.000941566;-0.001941516;-0.002731814;-0.003109933;-0.002325013;-0.000242191
9.22.1998;-0.000719428;-0.000713318;-0.000973853;-0.00179921;-0.00243159;-0.002658567;-0.001873606;0.000112152
9.23.1998;-0.00063624;-0.000548543;-0.000665502;-0.00126135;-0.001716627;-0.001687231;-0.000728556;0.001425934
9.24.1998;-0.000571992;-0.000436094;-0.000473864;-0.000959802;-0.00134588;-0.001238137;-0.000231949;0.001986085
